customer_id,Recency_flag,monetary_flag
9747248,5,1
9747472,5,1
9747808,5,1
9759456,5,1
9763152,5,1
9767968,5,1
9769872,5,1
9770880,5,1
9779168,5,1
9821504,5,1
9863056,5,1
9884896,5,1
9888592,5,1
9896880,5,1
9902256,5,1
9913792,5,1
9923088,5,1
9933616,5,1
9945488,5,1
9945824,5,1
9962176,5,1
9974944,5,1
9979872,5,1
9994544,5,1
10015040,5,1
10022320,5,1
10039344,5,1
10042592,5,1
10059056,5,1
10061072,5,1
10077536,5,1
10100608,5,1
10118304,5,1
10137792,5,1
10138352,5,1
10158624,5,1
10184832,5,1
10206336,5,1
10219216,5,1
10221792,5,1
10230640,5,1
10235792,5,1
10241280,5,1
10244416,5,1
10253600,5,1
10254048,5,1
10255504,5,1
10258304,5,1
10266368,5,1
10267712,5,1
10270064,5,1
10288656,5,1
10313408,5,1
10315424,5,1
10322032,5,1
10352272,5,1
10353504,5,1
10361008,5,1
10362576,5,1
10383744,5,1
10398976,5,1
10408272,5,1
10440304,5,1
10446016,5,1
10448032,5,1
10454864,5,1
10456208,5,1
10458448,5,1
10472000,5,1
10477712,5,1
10480736,5,1
10484096,5,1
10486896,5,1
10500000,5,1
10503920,5,1
10514896,5,1
10519152,5,1
10531808,5,1
10532592,5,1
10544352,5,1
10549168,5,1
10555104,5,1
10568208,5,1
10576048,5,1
10577616,5,1
10578176,5,1
10578960,5,1
10580640,5,1
10582992,5,1
10589712,5,1
10590496,5,1
10600128,5,1
10600240,5,1
10602592,5,1
10607296,5,1
10622640,5,1
10642352,5,1
10677856,5,1
10729936,5,1
10776640,5,1
10787616,5,1
10793440,5,1
10812144,5,1
10835440,5,1
10854592,5,1
10862320,5,1
10869600,5,1
10882480,5,1
10884496,5,1
10908912,5,1
10919888,5,1
10921456,5,1
10950240,5,1
10954720,5,1
10975216,5,1
10989328,5,1
10989552,5,1
11014416,5,1
11018112,5,1
11029312,5,1
11039392,5,1
11042976,5,1
11045552,5,1
11046672,5,1
11062576,5,1
11062688,5,1
11075904,5,1
11086096,5,1
11095168,5,1
11113312,5,1
11117120,5,1
11128656,5,1
11160240,5,1
11196976,5,1
11223296,5,1
11249616,5,1
11275600,5,1
11276832,5,1
11278512,5,1
11282544,5,1
11295984,5,1
11296656,5,1
11315248,5,1
11315584,5,1
11332944,5,1
11334064,5,1
11334848,5,1
11337760,5,1
11361616,5,1
11364976,5,1
11369232,5,1
11376512,5,1
11377408,5,1
11413136,5,1
11415152,5,1
11436320,5,1
11439904,5,1
11442816,5,1
11444944,5,1
11446848,5,1
11457264,5,1
11462192,5,1
11473952,5,1
11489072,5,1
11489968,5,1
11492320,5,1
11508000,5,1
11513712,5,1
11516624,5,1
11518080,5,1
11522000,5,1
11530512,5,1
11531744,5,1
11553696,5,1
11589200,5,1
11589312,5,1
11596928,5,1
11609696,5,1
11635120,5,1
11650688,5,1
11673424,5,1
11681152,5,1
11681488,5,1
11689888,5,1
11694256,5,1
11695264,5,1
11708592,5,1
11709600,5,1
11713072,5,1
11715424,5,1
11732224,5,1
11751488,5,1
11759216,5,1
11760672,5,1
11763472,5,1
11769632,5,1
11785088,5,1
11788672,5,1
11796512,5,1
11815328,5,1
11820816,5,1
11827760,5,1
11832576,5,1
11834368,5,1
11838176,5,1
11841200,5,1
11841984,5,1
11847808,5,1
11884432,5,1
11890032,5,1
11925984,5,1
11932704,5,1
11939760,5,1
11940096,5,1
11956784,5,1
11978176,5,1
11979856,5,1
12032832,5,1
12035072,5,1
12045264,5,1
12050528,5,1
12064976,5,1
12092304,5,1
12100368,5,1
12103728,5,1
12121648,5,1
12171264,5,1
12176640,5,1
12191648,5,1
12220768,5,1
12240032,5,1
12245744,5,1
12264112,5,1
12281584,5,1
12283152,5,1
12288976,5,1
12298608,5,1
12305776,5,1
12310592,5,1
12321680,5,1
12327840,5,1
12340944,5,1
12347216,5,1
12357632,5,1
12366816,5,1
12392912,5,1
12406240,5,1
12433232,5,1
12435920,5,1
12448016,5,1
12449472,5,1
12456640,5,1
12476912,5,1
12508384,5,1
12518688,5,1
12541088,5,1
12545008,5,1
12548256,5,1
12551168,5,1
12551392,5,1
12568640,5,1
12576256,5,1
12578720,5,1
12594400,5,1
12616016,5,1
12626208,5,1
12645024,5,1
12666752,5,1
12672128,5,1
12678512,5,1
12713904,5,1
12725888,5,1
12747616,5,1
12753328,5,1
12761504,5,1
12768560,5,1
12780320,5,1
12781216,5,1
12793760,5,1
12807200,5,1
12809104,5,1
12821088,5,1
12829936,5,1
12835088,5,1
12865440,5,1
12871264,5,1
12874512,5,1
12881344,5,1
12888624,5,1
12895008,5,1
12897248,5,1
12916512,5,1
12919984,5,1
12924464,5,1
12927936,5,1
12938352,5,1
12939920,5,1
12944848,5,1
12954144,5,1
12958288,5,1
12968592,5,1
12996592,5,1
13004544,5,1
13012608,5,1
13024144,5,1
13034112,5,1
13036016,5,1
13036128,5,1
13039600,5,1
13054048,5,1
13061776,5,1
13090896,5,1
13094144,5,1
13097280,5,1
13105904,5,1
13112736,5,1
13115536,5,1
13125728,5,1
13132448,5,1
13172768,5,1
13176240,5,1
13188224,5,1
13188336,5,1
13197072,5,1
13198192,5,1
13198528,5,1
13200544,5,1
13226864,5,1
13242880,5,1
13261472,5,1
13284432,5,1
13328448,5,1
13333600,5,1
13342560,5,1
13343456,5,1
13380640,5,1
13400128,5,1
13412112,5,1
13413792,5,1
13414016,5,1
13463856,5,1
13465984,5,1
13477744,5,1
13481776,5,1
13502272,5,1
13512576,5,1
13517392,5,1
13523216,5,1
13524224,5,1
13536992,5,1
13540128,5,1
13560400,5,1
13570368,5,1
13585040,5,1
13589408,5,1
13590528,5,1
13608672,5,1
13609232,5,1
13627488,5,1
13639024,5,1
13644400,5,1
13646304,5,1
13649328,5,1
13666576,5,1
13684720,5,1
13692000,5,1
13698048,5,1
13711824,5,1
13773200,5,1
13793248,5,1
13802544,5,1
13838720,5,1
13840512,5,1
13840848,5,1
13849136,5,1
13849696,5,1
13872656,5,1
13890128,5,1
13894272,5,1
13894944,5,1
13931456,5,1
13945008,5,1
13950384,5,1
13967408,5,1
13984096,5,1
13988352,5,1
13996304,5,1
14042672,5,1
14062608,5,1
14067536,5,1
14072016,5,1
14074480,5,1
14077168,5,1
14108640,5,1
14127568,5,1
14142128,5,1
14153776,5,1
14163072,5,1
14167216,5,1
14167440,5,1
14171248,5,1
14180096,5,1
14189280,5,1
14199920,5,1
14201600,5,1
14213248,5,1
14213808,5,1
14227920,5,1
14274288,5,1
14294000,5,1
14296576,5,1
14304528,5,1
14307664,5,1
14335664,5,1
14338240,5,1
14347200,5,1
14348768,5,1
14353696,5,1
14362992,5,1
14364672,5,1
14374416,5,1
14391104,5,1
14409920,5,1
14414624,5,1
14439264,5,1
14457072,5,1
14459200,5,1
14460432,5,1
14474432,5,1
14476448,5,1
14481824,5,1
14494592,5,1
14505008,5,1
14511504,5,1
14519120,5,1
14520688,5,1
14521024,5,1
14529536,5,1
14538608,5,1
14540736,5,1
14544096,5,1
14574112,5,1
14586432,5,1
14589008,5,1
14642656,5,1
14644560,5,1
14646128,5,1
14655312,5,1
14656656,5,1
14671328,5,1
14675696,5,1
14700336,5,1
14702352,5,1
14706160,5,1
14715792,5,1
14718704,5,1
14750624,5,1
14751856,5,1
14761152,5,1
14763728,5,1
14774816,5,1
14777840,5,1
14784336,5,1
14788480,5,1
14798336,5,1
14811328,5,1
14831488,5,1
14836080,5,1
14857696,5,1
14879648,5,1
14881216,5,1
14885584,5,1
14909552,5,1
14921424,5,1
14946176,5,1
14952784,5,1
14955808,5,1
14957264,5,1
14958384,5,1
14959616,5,1
14964432,5,1
14968352,5,1
14979552,5,1
14988848,5,1
15000272,5,1
15001392,5,1
15004192,5,1
15008672,5,1
15014384,5,1
15025696,5,1
15027152,5,1
15066464,5,1
15097936,5,1
15111152,5,1
15115520,5,1
15121456,5,1
15122464,5,1
15129408,5,1
15131536,5,1
15136240,5,1
15169392,5,1
15172640,5,1
15176336,5,1
15188208,5,1
15197952,5,1
15208480,5,1
15211952,5,1
15232112,5,1
15256528,5,1
15278816,5,1
15278928,5,1
15295616,5,1
15301888,5,1
15307264,5,1
15312528,5,1
15322384,5,1
15347136,5,1
15372336,5,1
15383872,5,1
15396752,5,1
15398656,5,1
15398880,5,1
15411760,5,1
15413888,5,1
15418480,5,1
15418928,5,1
15421952,5,1
15435504,5,1
15458352,5,1
15473696,5,1
15490720,5,1
15503488,5,1
15506624,5,1
15516256,5,1
15527120,5,1
15541568,5,1
15546384,5,1
15556800,5,1
15570016,5,1
15575952,5,1
15581776,5,1
15594768,5,1
15624560,5,1
15625232,5,1
15629488,5,1
15639120,5,1
15649872,5,1
15678768,5,1
15694896,5,1
15697808,5,1
15699712,5,1
15710912,5,1
15715056,5,1
15720544,5,1
15750448,5,1
15778336,5,1
15781360,5,1
15786288,5,1
15793344,5,1
15802528,5,1
15900192,5,1
15900752,5,1
15907472,5,1
15907920,5,1
15921584,5,1
15925056,5,1
15930096,5,1
15937824,5,1
15939280,5,1
15939616,5,1
15954512,5,1
15962800,5,1
15990240,5,1
15993264,5,1
16021152,5,1
16024624,5,1
16030336,5,1
16030896,5,1
16031456,5,1
16039072,5,1
16051280,5,1
16051728,5,1
16059792,5,1
16069760,5,1
16082304,5,1
16087344,5,1
16093504,5,1
16098768,5,1
16103360,5,1
16129792,5,1
16132704,5,1
16137184,5,1
16195424,5,1
16198112,5,1
16214240,5,1
16217824,5,1
16220736,5,1
16225328,5,1
16230928,5,1
16239664,5,1
16273936,5,1
16283120,5,1
16290848,5,1
16335536,5,1
16346064,5,1
16355024,5,1
16355360,5,1
16367792,5,1
16372272,5,1
16379888,5,1
16386832,5,1
16387056,5,1
16387168,5,1
16389520,5,1
16397024,5,1
16401952,5,1
16409120,5,1
16432192,5,1
16442160,5,1
16447424,5,1
16461872,5,1
16465568,5,1
16478000,5,1
16480128,5,1
16496368,5,1
16501632,5,1
16505888,5,1
16565472,5,1
16570176,5,1
16595040,5,1
16620688,5,1
16634800,5,1
16636592,5,1
16642640,5,1
16684640,5,1
16684864,5,1
16696848,5,1
16714544,5,1
16714768,5,1
16741088,5,1
16743776,5,1
16769088,5,1
16779168,5,1
16779616,5,1
16782976,5,1
16784880,5,1
16798096,5,1
16803136,5,1
16809184,5,1
16850848,5,1
16854208,5,1
16878960,5,1
16880640,5,1
16880976,5,1
16887136,5,1
16920960,5,1
16960384,5,1
16981328,5,1
16994992,5,1
17017392,5,1
17017728,5,1
17026576,5,1
17041920,5,1
17062080,5,1
17073952,5,1
17079664,5,1
17137120,5,1
17140368,5,1
17152576,5,1
17157616,5,1
17184608,5,1
17187072,5,1
17237920,5,1
17262672,5,1
17263904,5,1
17264464,5,1
17342528,5,1
17348464,5,1
17378592,5,1
17381616,5,1
17384192,5,1
17408720,5,1
17412192,5,1
17417120,5,1
17418128,5,1
17423728,5,1
17424512,5,1
17443552,5,1
17445904,5,1
17468752,5,1
17472112,5,1
17478048,5,1
17482192,5,1
17515792,5,1
17534160,5,1
17539200,5,1
17548048,5,1
17550960,5,1
17557680,5,1
17558576,5,1
17561824,5,1
17566192,5,1
17569888,5,1
17573920,5,1
17577056,5,1
17644928,5,1
17653664,5,1
17658032,5,1
17659376,5,1
17663632,5,1
17664640,5,1
17673712,5,1
17694096,5,1
17698912,5,1
17717616,5,1
17718400,5,1
17736544,5,1
17742480,5,1
17751552,5,1
17785040,5,1
17792656,5,1
17797360,5,1
17816288,5,1
17827488,5,1
17848656,5,1
17892672,5,1
17902192,5,1
17908352,5,1
17927280,5,1
17929520,5,1
17931312,5,1
17940720,5,1
17946208,5,1
17953824,5,1
17959872,5,1
17977456,5,1
17979584,5,1
17983616,5,1
17984064,5,1
17990896,5,1
17997616,5,1
18000192,5,1
18002208,5,1
18009152,5,1
18011504,5,1
18024048,5,1
18043984,5,1
18048016,5,1
18077360,5,1
18087664,5,1
18119360,5,1
18122720,5,1
18139408,5,1
18149712,5,1
18158672,5,1
18169088,5,1
18179056,5,1
18198544,5,1
18199104,5,1
18205712,5,1
18239984,5,1
18242784,5,1
18247152,5,1
18311216,5,1
18316592,5,1
18322416,5,1
18337312,5,1
18337648,5,1
18338096,5,1
18339328,5,1
18340784,5,1
18344816,5,1
18352432,5,1
18353440,5,1
18388384,5,1
18392640,5,1
18399808,5,1
18406528,5,1
18412912,5,1
18416272,5,1
18447744,5,1
18449984,5,1
18460400,5,1
18480336,5,1
18493328,5,1
18496016,5,1
18502736,5,1
18524688,5,1
18528944,5,1
18539248,5,1
18540032,5,1
18549776,5,1
18550560,5,1
18552688,5,1
18560416,5,1
18563440,5,1
18578336,5,1
18593456,5,1
18597376,5,1
18601744,5,1
18616416,5,1
18629632,5,1
18652592,5,1
18654496,5,1
18655952,5,1
18656848,5,1
18661776,5,1
18692912,5,1
18707024,5,1
18715536,5,1
18725168,5,1
18742304,5,1
18771200,5,1
18773216,5,1
18779040,5,1
18781952,5,1
18799984,5,1
18812864,5,1
18813312,5,1
18828432,5,1
18853072,5,1
18872896,5,1
18877488,5,1
18882752,5,1
18895408,5,1
18895520,5,1
18915120,5,1
18917472,5,1
18924304,5,1
18924416,5,1
18926320,5,1
18932144,5,1
18933152,5,1
18935392,5,1
18945472,5,1
18946144,5,1
18977280,5,1
18980304,5,1
18992960,5,1
18998000,5,1
18999568,5,1
19005504,5,1
19006176,5,1
19013680,5,1
19036192,5,1
19038432,5,1
19040112,5,1
19043248,5,1
19043360,5,1
19050080,5,1
19054448,5,1
19087376,5,1
19089280,5,1
19092192,5,1
19104624,5,1
19111456,5,1
19114816,5,1
19122208,5,1
19130944,5,1
19136880,5,1
19143824,5,1
19150544,5,1
19168352,5,1
19201280,5,1
19208112,5,1
19219200,5,1
19219984,5,1
19222112,5,1
19224352,5,1
19226928,5,1
19230176,5,1
19236336,5,1
19237344,5,1
19260192,5,1
19262544,5,1
19267472,5,1
19276880,5,1
19306224,5,1
19314624,5,1
19315968,5,1
19340608,5,1
19343072,5,1
19343184,5,1
19344864,5,1
19355280,5,1
19358304,5,1
19363120,5,1
19367264,5,1
19369728,5,1
19400192,5,1
19440512,5,1
19444096,5,1
19451712,5,1
19470192,5,1
19482176,5,1
19485536,5,1
19517344,5,1
19520368,5,1
19523392,5,1
19538176,5,1
19540640,5,1
19550272,5,1
19570320,5,1
19573120,5,1
19574352,5,1
19574800,5,1
19598208,5,1
19605712,5,1
19613440,5,1
19619152,5,1
19643792,5,1
19663616,5,1
19664512,5,1
19670784,5,1
19679184,5,1
19682096,5,1
19704384,5,1
19710544,5,1
19767104,5,1
19783008,5,1
19785920,5,1
19790960,5,1
19804288,5,1
19810224,5,1
19810672,5,1
19810784,5,1
19811344,5,1
19811568,5,1
19814928,5,1
19826240,5,1
19829264,5,1
19842256,5,1
19843376,5,1
19856704,5,1
19877424,5,1
19884592,5,1
19894224,5,1
19897808,5,1
19921776,5,1
19922224,5,1
19922784,5,1
19926032,5,1
19930064,5,1
19937120,5,1
19956608,5,1
19967584,5,1
19974416,5,1
19978560,5,1
19988528,5,1
19996592,5,1
20002640,5,1
20004544,5,1
20005440,5,1
20006560,5,1
20022352,5,1
20064352,5,1
20085296,5,1
20099520,5,1
20108144,5,1
20116992,5,1
20121696,5,1
20130096,5,1
20134688,5,1
20163248,5,1
20172096,5,1
20173440,5,1
20173888,5,1
20178592,5,1
20200880,5,1
20203008,5,1
20205920,5,1
20206144,5,1
20217680,5,1
20249824,5,1
20261360,5,1
20264160,5,1
20271440,5,1
20274128,5,1
20276256,5,1
20290480,5,1
20292944,5,1
20314000,5,1
20315008,5,1
20316576,5,1
20319712,5,1
20373696,5,1
20388816,5,1
20411776,5,1
20426336,5,1
20432048,5,1
20438656,5,1
20444368,5,1
20461840,5,1
20462960,5,1
20476512,5,1
20479088,5,1
20489280,5,1
20493424,5,1
20508096,5,1
20511232,5,1
20513248,5,1
20548528,5,1
20551888,5,1
20557040,5,1
20571936,5,1
20581120,5,1
20588736,5,1
20593216,5,1
20594448,5,1
20604192,5,1
20604640,5,1
20614384,5,1
20614832,5,1
20616848,5,1
20622336,5,1
20662544,5,1
20688752,5,1
20720448,5,1
20732096,5,1
20735008,5,1
20746320,5,1
20747440,5,1
20756512,5,1
20778240,5,1
20788320,5,1
20810048,5,1
20828640,5,1
20838944,5,1
20840624,5,1
20841408,5,1
20844096,5,1
20845328,5,1
20846336,5,1
20847904,5,1
20865264,5,1
20865712,5,1
20866496,5,1
20886432,5,1
20896512,5,1
20898304,5,1
20901328,5,1
20902224,5,1
20939856,5,1
20952288,5,1
20953632,5,1
20980960,5,1
20986448,5,1
20988800,5,1
21004144,5,1
21013664,5,1
21017360,5,1
21033376,5,1
21035840,5,1
21036176,5,1
21070448,5,1
21076608,5,1
21086464,5,1
21087248,5,1
21104048,5,1
21105392,5,1
21115024,5,1
21118720,5,1
21131152,5,1
21143024,5,1
21148848,5,1
21151200,5,1
21155008,5,1
21158592,5,1
21163072,5,1
21169344,5,1
21171136,5,1
21171472,5,1
21181440,5,1
21185136,5,1
21195216,5,1
21195664,5,1
21201376,5,1
21210112,5,1
21213248,5,1
21218288,5,1
21224784,5,1
21228816,5,1
21233072,5,1
21245504,5,1
21257936,5,1
21260960,5,1
21266448,5,1
21291312,5,1
21292656,5,1
21321776,5,1
21323344,5,1
21326704,5,1
21335104,5,1
21335216,5,1
21336336,5,1
21356832,5,1
21365344,5,1
21366352,5,1
21376544,5,1
21377664,5,1
21380016,5,1
21384160,5,1
21389648,5,1
21397936,5,1
21401968,5,1
21402976,5,1
21409024,5,1
21412384,5,1
21415184,5,1
21424704,5,1
21433552,5,1
21446096,5,1
21448448,5,1
21463792,5,1
21468272,5,1
21483056,5,1
21484176,5,1
21501312,5,1
21504000,5,1
21511056,5,1
21532000,5,1
21538832,5,1
21544208,5,1
21568512,5,1
21583632,5,1
21585312,5,1
21605248,5,1
21618240,5,1
21620592,5,1
21664496,5,1
21666624,5,1
21667856,5,1
21681520,5,1
21684544,5,1
21695184,5,1
21702688,5,1
21719712,5,1
21770672,5,1
21770784,5,1
21772688,5,1
21785904,5,1
21805168,5,1
21821968,5,1
21832944,5,1
21837872,5,1
21840784,5,1
21848176,5,1
21850864,5,1
21854224,5,1
21860832,5,1
21861728,5,1
21870912,5,1
21876512,5,1
21879648,5,1
21926800,5,1
21929488,5,1
21931616,5,1
21940464,5,1
21941360,5,1
21946848,5,1
21957264,5,1
21958720,5,1
21965328,5,1
21966112,5,1
21975184,5,1
21996576,5,1
21998144,5,1
22010016,5,1
22019312,5,1
22023120,5,1
22031184,5,1
22039808,5,1
22052016,5,1
22053920,5,1
22068144,5,1
22076880,5,1
22088192,5,1
22101968,5,1
22104096,5,1
22104208,5,1
22109920,5,1
22110256,5,1
22155280,5,1
22159984,5,1
22161216,5,1
22164128,5,1
22168272,5,1
22173648,5,1
22174096,5,1
22174992,5,1
22187312,5,1
22200416,5,1
22209600,5,1
22210048,5,1
22211392,5,1
22218672,5,1
22220352,5,1
22235024,5,1
22235920,5,1
22236144,5,1
22239504,5,1
22246448,5,1
22260896,5,1
22263808,5,1
22264704,5,1
22270752,5,1
22290016,5,1
22306704,5,1
22309504,5,1
22314096,5,1
22314768,5,1
22314992,5,1
22320032,5,1
22330224,5,1
22332240,5,1
22361024,5,1
22367744,5,1
22369536,5,1
22375360,5,1
22379056,5,1
22385104,5,1
22390816,5,1
22405936,5,1
22411424,5,1
22426208,5,1
22445808,5,1
22447152,5,1
22451520,5,1
22462272,5,1
22487472,5,1
22492400,5,1
22495648,5,1
22496656,5,1
22506176,5,1
22513568,5,1
22515360,5,1
22516144,5,1
22516928,5,1
22517600,5,1
22523088,5,1
22523424,5,1
22527120,5,1
22540784,5,1
22550192,5,1
22550640,5,1
22566992,5,1
22574496,5,1
22602048,5,1
22612464,5,1
22624896,5,1
22628032,5,1
22635872,5,1
22638224,5,1
22644832,5,1
22647184,5,1
22654464,5,1
22661968,5,1
22685824,5,1
22696800,5,1
22699152,5,1
22704864,5,1
22705984,5,1
22722560,5,1
22724800,5,1
22726592,5,1
22742160,5,1
22748880,5,1
22768032,5,1
22794352,5,1
22800512,5,1
22808800,5,1
22813840,5,1
22828176,5,1
22828848,5,1
22830080,5,1
22856960,5,1
22861328,5,1
22868384,5,1
22892128,5,1
22895936,5,1
22916880,5,1
22943984,5,1
22948016,5,1
22998976,5,1
22999312,5,1
23015776,5,1
23016672,5,1
23044336,5,1
23047136,5,1
23048928,5,1
23062928,5,1
23065392,5,1
23070768,5,1
23078832,5,1
23093616,5,1
23116912,5,1
23155552,5,1
23155888,5,1
23181200,5,1
