,index,customer_id,society_id,city_id
120,177,3857840,1127840,1120112
121,178,1189216,1120336,1120112
122,182,3797360,1133440,1120112
123,185,1451968,1125264,1120112
124,186,2321312,1124256,1120112
125,189,1831536,1121680,1120112
126,190,3066000,1122240,1120112
127,191,3774848,1127840,1120112
128,194,2304848,1127392,1120112
129,195,4109728,1125936,1120112
130,197,1613136,1120896,1120112
131,198,2755872,1124928,1120112
132,200,1122352,1120112,1120112
133,204,4641616,1120784,1120112
134,206,1139376,1120224,1120112
135,208,4066720,1121232,1120112
136,210,4244352,1134000,1120112
137,213,4742192,1142624,1120112
138,219,1780912,1121568,1120112
139,220,2612064,1130192,1120112
140,223,2232720,1122464,1120112
141,224,2471280,1126832,1120112
142,226,3256512,1129296,1120112
143,227,3506384,1121232,1120112
144,230,2185792,1123136,1120112
145,235,2839984,1120896,1120112
146,236,4639264,1120896,1120112
147,239,3786160,1125264,1120112
148,245,1600592,1120896,1120112
149,247,2357040,1123920,1120112
150,248,2586528,1125600,1120112
151,254,1158864,1120784,1120112
152,258,3814496,1123920,1120112
153,259,2558640,1130192,1120112
154,260,4505648,1121680,1120112
155,261,4475968,1127168,1120112
156,262,3242176,1123136,1120112
157,265,4532416,1135904,1120112
158,266,1677312,1120336,1120112
159,271,3317440,1120336,1120112
160,275,4850160,1148336,1120112
161,276,1185744,1120336,1120112
162,280,3089520,1126272,1120112
163,281,1521184,1124704,1120112
164,287,3262560,1138256,1120112
165,290,3867808,1127280,1120112
166,296,1889552,1122464,1120112
167,297,2463216,1123136,1120112
168,302,2433536,1121344,1120112
169,304,2729664,1122352,1120112
170,314,1892576,1122128,1120112
171,315,2622480,1132768,1120112
172,317,4012176,1141840,1120112
173,318,2032576,1120336,1120112
174,320,3499664,1127504,1120112
175,325,1442560,1120896,1120112
176,326,2690240,1124144,1120112
177,327,2698752,1129520,1120112
178,331,4322528,1125936,1120112
179,332,1515024,1123360,1120112
180,335,3033184,1123248,1120112
181,336,3644928,1134672,1120112
182,338,2646784,1136016,1120112
183,340,4516400,1140272,1120112
184,341,4852960,1125824,1120112
185,342,1364720,1121792,1120112
186,350,2092272,1120336,1120112
187,352,4837616,1136016,1120112
188,354,2520000,1120336,1120112
189,355,1179808,1120224,1120112
190,357,1484672,1120784,1120112
191,361,2364656,1126272,1120112
192,362,4461296,1121120,1120112
193,363,3270512,1132992,1120112
194,366,3918656,1122240,1120112
195,372,4839184,1139824,1120112
196,373,1187200,1120336,1120112
197,381,1153824,1120336,1120112
198,391,3397744,1120784,1120112
199,392,1455328,1121232,1120112
200,398,4338208,1122576,1120112
201,402,3876544,1127728,1120112
202,406,1225392,1120224,1120112
203,418,1604176,1124256,1120112
204,428,1707328,1127840,1120112
205,431,2739520,1133776,1120112
206,439,2103136,1124032,1120112
207,442,4113200,1127728,1120112
208,467,4501952,1136688,1120112
209,468,3867248,1124144,1120112
210,471,4636688,1125936,1120112
211,473,1415344,1120224,1120112
212,476,1122128,1120112,1120112
213,477,3887744,1132320,1120112
214,483,1789536,1125824,1120112
215,484,3284288,1126608,1120112
216,485,3257296,1135904,1120112
217,486,2324560,1122128,1120112
218,490,2828784,1127504,1120112
219,495,1299536,1120896,1120112
220,500,3422832,1121792,1120112
221,501,4699632,1122912,1120112
222,505,4956560,1120224,1120112
223,506,3424400,1120112,1120112
224,507,4461072,1126272,1120112
225,523,4048352,1120112,1120112
226,525,3833200,1135344,1120112
227,526,4135824,1135680,1120112
228,534,1622320,1122464,1120112
229,548,2194416,1122912,1120112
230,549,2352560,1126272,1120112
231,553,4443040,1139936,1120112
232,554,3168032,1131872,1120112
233,558,3392592,1121120,1120112
234,559,3032176,1127840,1120112
235,563,3815392,1122352,1120112
236,568,2651264,1123248,1120112
237,572,3178224,1122464,1120112
238,574,3498768,1126720,1120112
239,578,1482096,1120896,1120112
240,579,4218032,1124032,1120112
241,583,1522640,1120336,1120112
242,590,4646880,1139488,1120112
243,592,4579344,1156736,1120112
244,599,1639792,1122464,1120112
245,600,2535120,1135456,1120112
246,601,2176944,1120112,1120112
247,611,3611552,1133440,1120112
248,612,4438000,1122576,1120112
249,626,2477440,1122464,1120112
250,633,3014704,1126720,1120112
251,634,1147664,1120336,1120112
252,636,1174992,1120112,1120112
253,646,3200512,1135008,1120112
254,648,4048800,1135904,1120112
255,653,3271408,1127840,1120112
256,654,1792112,1121568,1120112
257,658,4837056,1140272,1120112
258,664,3781792,1121120,1120112
259,670,3990112,1120896,1120112
260,672,4603312,1120784,1120112
261,678,3806656,1120112,1120112
262,680,4423664,1120336,1120112
263,686,3024784,1132992,1120112
264,691,3480176,1121904,1120112
265,702,2306976,1127392,1120112
266,709,2441376,1122240,1120112
267,714,2427488,1127504,1120112
268,716,3103520,1140832,1120112
269,717,3062416,1120336,1120112
270,726,4494784,1126272,1120112
271,730,4850048,1156624,1120112
272,734,1689184,1126832,1120112
273,743,4736592,1155616,1120112
274,744,1975232,1122016,1120112
275,745,4282320,1125936,1120112
276,754,2248400,1123248,1120112
277,758,4713408,1120896,1120112
278,772,1690640,1120336,1120112
279,791,2135840,1125376,1120112
280,798,4741968,1120336,1120112
281,809,2178400,1124704,1120112
282,817,4033568,1141840,1120112
283,823,4617760,1141840,1120112
284,858,1927072,1120224,1120112
285,873,3927392,1135232,1120112
286,878,4028640,1127840,1120112
287,896,2316944,1123696,1120112
288,909,4152512,1128400,1120112
289,916,1223264,1120112,1120112
290,921,4581136,1127728,1120112
291,925,1163456,1120336,1120112
292,926,3747408,1124368,1120112
293,933,3271296,1122912,1120112
294,942,4498704,1136688,1120112
295,954,3772384,1124928,1120112
296,962,3623200,1127056,1120112
297,974,4412240,1121792,1120112
298,1025,2666048,1129408,1120112
299,1026,1542240,1121232,1120112
300,1028,4616528,1142512,1120112
301,1034,1980608,1122464,1120112
302,1035,3615136,1134896,1120112
303,1037,4261040,1126720,1120112
304,1040,4889696,1125600,1120112
305,1041,4653488,1121568,1120112
306,1045,4962160,1127840,1120112
307,1052,3499104,1125264,1120112
308,1054,2033920,1140832,1120112
309,1060,3800496,1134784,1120112
310,1069,1817088,1122912,1120112
311,1086,4205936,1120896,1120112
312,1091,2020816,1123360,1120112
313,1099,4490976,1120784,1120112
314,1105,2297568,1122464,1120112
315,1106,1808912,1125712,1120112
316,1109,4865168,1123360,1120112
317,1116,4611152,1142512,1120112
318,1132,4407536,1121344,1120112
319,1145,4730768,1159424,1120112
320,1167,2267440,1120336,1120112
321,1183,2806496,1124144,1120112
322,1184,1164352,1120224,1120112
323,1199,4687312,1121232,1120112
324,1208,3584448,1121904,1120112
325,1231,4449200,1122464,1120112
326,1234,3028032,1134784,1120112
327,1263,2930704,1132096,1120112
328,1298,4249168,1135008,1120112
329,1302,2126544,1126048,1120112
330,1316,4971792,1147440,1120112
331,1317,4326448,1135008,1120112
332,1374,2352000,1125824,1120112
333,1377,1508864,1123248,1120112
334,1388,4065040,1137472,1120112
335,1397,4010384,1130528,1120112
336,1472,3548384,1122016,1120112
337,1474,3313072,1120336,1120112
338,1477,3509408,1121008,1120112
339,1481,4962496,1122576,1120112
340,1543,3766000,1142624,1120112
341,1569,1475488,1122464,1120112
342,1585,3058048,1127728,1120112
343,1611,1189776,1120224,1120112
344,1616,4178496,1141840,1120112
345,1639,1897840,1122464,1120112
346,1654,4019568,1125152,1120112
347,1669,2191616,1122912,1120112
348,1698,2743888,1135344,1120112
349,1702,4984560,1140832,1120112
350,1728,1624784,1121680,1120112
351,1772,4065376,1123248,1120112
352,1813,2437456,1120784,1120112
353,1819,4544736,1121232,1120112
354,1840,1375248,1121680,1120112
355,1846,4590320,1156624,1120112
356,1861,4931248,1141840,1120112
357,1906,2381568,1125600,1120112
358,1978,3807888,1126496,1120112
359,2013,4988592,1122464,1120112
360,2076,4179728,1132320,1120112
361,2104,2989280,1130864,1120112
362,2128,4701200,1120224,1120112
363,2129,3229856,1127392,1120112
364,2132,4434416,1136016,1120112
365,2151,2337440,1126720,1120112
366,2171,2685312,1122576,1120112
367,2205,4232032,1124592,1120112
368,2230,3376352,1123248,1120112
369,2240,4722816,1135344,1120112
370,2245,3582544,1127728,1120112
371,2275,3427872,1123024,1120112
372,2312,2485616,1122128,1120112
373,2339,2002112,1127168,1120112
374,2365,4723040,1123248,1120112
375,2386,3922128,1125824,1120112
376,2495,3812704,1121232,1120112
377,2569,4997328,1127504,1120112
378,2586,2370032,1127168,1120112
379,2600,2943808,1122912,1120112
380,2607,4635568,1127056,1120112
381,2610,2979648,1135120,1120112
382,2616,3920784,1126272,1120112
383,2631,2095184,1121904,1120112
384,2635,4906384,1140048,1120112
385,2654,3169488,1137584,1120112
386,2656,3909584,1137248,1120112
387,2679,2153984,1123696,1120112
388,2699,3843952,1122016,1120112
389,2754,3291904,1128288,1120112
390,2810,2638832,1128400,1120112
391,2815,2675344,1129744,1120112
392,2930,2037504,1123248,1120112
393,3080,3344880,1127840,1120112
394,3099,5024432,1123248,1120112
395,3106,4834256,1122128,1120112
396,3119,4275488,1139712,1120112
397,3130,1652784,1120896,1120112
398,3177,4251184,1123360,1120112
399,3203,2208192,1124592,1120112
400,3204,4859680,1128624,1120112
401,3234,2485504,1121232,1120112
402,3269,4839744,1136016,1120112
403,3271,4194400,1121680,1120112
404,3292,4777136,1127504,1120112
405,3325,4997776,1135456,1120112
406,3333,2970912,1127056,1120112
407,3426,5015024,1123248,1120112
408,3475,3695104,1126272,1120112
409,3566,3726016,1120784,1120112
410,3610,2148832,1120336,1120112
411,3630,3397632,1135120,1120112
412,3674,3653104,1125712,1120112
413,3700,5032496,1148448,1120112
414,3741,3564176,1131760,1120112
415,3788,2339680,1127504,1120112
416,3789,4695936,1156624,1120112
417,3822,4426128,1123136,1120112
418,3841,3063984,1126048,1120112
419,4021,1716400,1122464,1120112
420,4154,4781168,1134784,1120112
421,4155,3019296,1124816,1120112
422,4200,4049920,1139712,1120112
423,4220,3108224,1122016,1120112
424,4301,4564896,1130864,1120112
425,4352,4566800,1135680,1120112
426,4366,1853712,1136016,1120112
427,4456,2117472,1123808,1120112
428,4471,5046048,1124256,1120112
429,4494,3794672,1120336,1120112
430,4688,5042688,1122576,1120112
431,4706,3812256,1121904,1120112
432,4826,4365984,1125600,1120112
433,4828,4363184,1124256,1120112
434,4899,4048016,1126048,1120112
435,4975,4298560,1139824,1120112
436,5022,2847824,1121904,1120112
437,5029,3457328,1127840,1120112
438,5078,3923248,1123808,1120112
439,5141,3447024,1122576,1120112
440,5144,2170560,1123360,1120112
441,5166,2840544,1132320,1120112
442,5255,2213456,1122128,1120112
443,5279,1589504,1120112,1120112
444,5307,3263344,1127504,1120112
445,5350,4041856,1122352,1120112
446,5370,4666480,1122464,1120112
447,5376,3914624,1122912,1120112
448,5387,3679536,1139936,1120112
449,5525,1129072,1120112,1120112
450,5650,2176720,1122016,1120112
451,5705,4208960,1124032,1120112
452,5716,3656576,1127840,1120112
453,5824,4157888,1123920,1120112
454,5825,3272976,1136464,1120112
455,6008,1477280,1120112,1120112
456,6022,5013008,1125600,1120112
457,6167,3189088,1121680,1120112
458,6183,5090736,1125712,1120112
459,6184,5089504,1133216,1120112
460,6206,5092304,1123696,1120112
461,6216,4935056,1126272,1120112
462,6314,4800208,1134784,1120112
463,6352,4044544,1141056,1120112
464,6357,4553584,1122464,1120112
465,6600,5072144,1127168,1120112
466,6641,2278080,1122464,1120112
467,6643,3522624,1120336,1120112
468,6653,5103616,1134784,1120112
469,6682,1399776,1120896,1120112
470,6701,2043664,1120112,1120112
471,6754,5105968,1120112,1120112
472,6760,1341088,1122128,1120112
473,6909,4892944,1122912,1120112
474,6928,3611664,1122016,1120112
475,7048,2296784,1127504,1120112
476,7234,5102048,1125040,1120112
477,7308,5117840,1121344,1120112
478,7379,4788112,1123248,1120112
479,7456,2856560,1124256,1120112
480,7457,4857888,1125712,1120112
481,7462,5118848,1156624,1120112
482,7492,5116384,1124256,1120112
483,7565,5119968,1133216,1120112
484,7567,1657936,1124368,1120112
485,7723,2386496,1127392,1120112
486,7781,5128144,1135680,1120112
487,7786,5139568,1139936,1120112
488,7793,5124672,1142624,1120112
489,7795,2904944,1126272,1120112
490,7809,1948576,1122464,1120112
491,7828,1590624,1124144,1120112
492,7831,5130384,1159424,1120112
493,7903,5140352,1136688,1120112
494,7992,5117616,1124592,1120112
495,8020,4805248,1122240,1120112
496,8052,4702320,1146768,1120112
497,8068,5097792,1127504,1120112
498,8181,3528448,1120224,1120112
499,8346,1769264,1129408,1120112
500,8463,4906832,1156624,1120112
501,8484,2560320,1132992,1120112
502,8491,5154800,1142512,1120112
503,8511,2834048,1125936,1120112
504,8528,5151552,1147104,1120112
505,8822,4955440,1120112,1120112
506,9088,5164208,1156736,1120112
507,9194,4335744,1139936,1120112
508,9306,2708832,1125824,1120112
509,9336,3428992,1122016,1120112
510,9364,2711296,1127168,1120112
511,9727,5174064,1142624,1120112
512,10063,4990832,1135904,1120112
513,10087,5179440,1120112,1120112
514,10129,5101376,1140720,1120112
515,10134,5138784,1127840,1120112
516,10179,1152368,1120112,1120112
517,10252,4460400,1122912,1120112
518,10551,2858688,1142624,1120112
519,10556,5068112,1126272,1120112
520,10614,5175968,1124144,1120112
521,10666,3811360,1124144,1120112
522,10694,4664800,1140832,1120112
523,10833,5172720,1142624,1120112
524,10895,4763696,1125376,1120112
525,10913,5191312,1142624,1120112
526,10944,4403168,1124592,1120112
527,10998,3139920,1120336,1120112
528,11585,4157552,1141056,1120112
529,11596,5187392,1140272,1120112
530,11605,5208784,1122464,1120112
531,11616,1684592,1122912,1120112
532,11630,5228384,1120112,1120112
533,11780,4937968,1140272,1120112
534,12161,4406080,1124256,1120112
535,12307,5189072,1139488,1120112
536,12338,5147520,1121568,1120112
537,12380,5180784,1120896,1120112
538,12395,5107200,1127504,1120112
539,12484,4089232,1120336,1120112
540,12524,5196240,1140496,1120112
541,12615,5200496,1139824,1120112
542,12684,4905152,1124704,1120112
543,12744,4243120,1121232,1120112
544,12776,5262768,1125488,1120112
545,12842,2277632,1127392,1120112
546,12856,4618544,1127168,1120112
547,12883,1318128,1120896,1120112
548,13237,4883312,1122352,1120112
549,13324,3313408,1125152,1120112
550,13327,5261984,1155168,1120112
551,13328,2413376,1135568,1120112
552,13555,5240704,1138256,1120112
553,13557,1190112,1120112,1120112
554,13618,2733920,1123136,1120112
555,13812,3740128,1124368,1120112
556,13933,4732224,1122576,1120112
557,13963,5290768,1132320,1120112
558,14090,3782688,1148336,1120112
559,14416,5068224,1140384,1120112
560,14422,4252976,1139488,1120112
561,14429,3332112,1124256,1120112
562,14546,4374048,1131872,1120112
563,14580,5299392,1129408,1120112
564,14606,5318096,1120784,1120112
565,14732,5287856,1142624,1120112
566,14776,2631552,1120224,1120112
567,15039,4585952,1120784,1120112
568,15067,5260864,1131536,1120112
569,15119,5313952,1136464,1120112
570,15278,5321568,1127168,1120112
571,15467,3752224,1121120,1120112
572,15576,5337584,1126384,1120112
573,15596,1824256,1159424,1120112
574,15599,5343856,1135456,1120112
575,15634,5342288,1126720,1120112
576,16023,2841216,1132320,1120112
577,16171,3767344,1135008,1120112
578,16206,5373984,1155616,1120112
579,16255,5352592,1125824,1120112
580,16313,4166512,1137584,1120112
581,16732,5389328,1125824,1120112
582,16752,3643808,1160320,1120112
583,16753,3486000,1122464,1120112
584,16882,3830960,1135008,1120112
585,16897,5387984,1135680,1120112
586,16934,3992576,1122800,1120112
587,16942,5296144,1147104,1120112
588,16945,3663072,1121008,1120112
589,16980,4909408,1127056,1120112
590,17120,5104064,1139936,1120112
591,17169,5385296,1142624,1120112
592,17370,5392912,1136464,1120112
593,17517,5379920,1136016,1120112
594,17604,4924528,1138256,1120112
595,17844,5418224,1121904,1120112
596,18016,4256224,1127728,1120112
597,18125,2897440,1123248,1120112
598,18586,4374944,1139488,1120112
599,19023,1145872,1120336,1120112
600,19067,5394704,1140720,1120112
601,19089,5276768,1134784,1120112
602,19117,5200160,1123808,1120112
603,19165,5449808,1140608,1120112
604,19291,5454176,1121792,1120112
605,19375,3189312,1126160,1120112
606,19529,5452272,1139936,1120112
607,19624,2983232,1126720,1120112
608,20188,2372048,1125712,1120112
609,20223,5455856,1142624,1120112
610,20496,5453616,1121792,1120112
611,20827,5444768,1127504,1120112
612,20848,5482176,1129184,1120112
613,21486,2320640,1127504,1120112
614,21487,5487664,1131872,1120112
615,21888,5447120,1142624,1120112
616,21945,5510176,1142624,1120112
617,22026,5348784,1121232,1120112
618,22028,5524176,1121792,1120112
619,22332,2206400,1125712,1120112
620,22365,5523952,1142624,1120112
621,22536,5353712,1137024,1120112
622,22566,5486656,1139936,1120112
623,22774,5347664,1136688,1120112
624,22858,2724960,1127840,1120112
625,23123,5550160,1120112,1120112
626,23153,5539520,1122464,1120112
627,23166,5551616,1136800,1120112
628,23167,4796960,1135120,1120112
629,23682,5493712,1122352,1120112
630,23690,5517344,1147104,1120112
631,23767,5564720,1125712,1120112
632,24084,5465600,1140720,1120112
633,24267,5575360,1121568,1120112
634,24367,5394368,1156736,1120112
635,24379,5568640,1132320,1120112
636,24768,5293456,1155728,1120112
637,25003,1611008,1124368,1120112
638,25198,5576480,1137472,1120112
639,25446,5608176,1124144,1120112
640,25617,5603360,1128960,1120112
641,25619,2145472,1122240,1120112
642,25904,4766048,1140608,1120112
643,25964,3606624,1122464,1120112
644,25971,5624416,1134784,1120112
645,26315,5579616,1134672,1120112
646,26333,5650512,1139264,1120112
647,26347,4862816,1125712,1120112
648,26393,3723440,1124144,1120112
649,26527,5433904,1124368,1120112
650,26596,5638416,1140832,1120112
651,26807,5196576,1121792,1120112
652,26918,5646928,1160320,1120112
653,26940,5330976,1135008,1120112
654,26960,5653648,1139824,1120112
655,27132,5666528,1122128,1120112
656,27142,5347104,1142624,1120112
657,27347,5656672,1122576,1120112
658,27595,5680192,1127392,1120112
659,27817,5688816,1127504,1120112
660,27821,5688256,1120784,1120112
661,28132,5701696,1122464,1120112
662,28139,5701584,1160880,1120112
663,28163,5705840,1138032,1120112
664,28224,5673360,1136240,1120112
665,28261,5696432,1155616,1120112
666,28684,3379040,1126048,1120112
667,28789,5728800,1122352,1120112
668,29187,5698224,1125712,1120112
669,29197,4385248,1135344,1120112
670,29201,5744368,1160320,1120112
671,29225,5134976,1139488,1120112
672,29237,5474672,1160096,1120112
673,29250,4858672,1135008,1120112
674,29257,4665808,1142512,1120112
675,29285,5057360,1122912,1120112
676,29305,4526480,1139712,1120112
677,29359,5001696,1155168,1120112
678,29448,5461456,1139264,1120112
679,29459,5022864,1120896,1120112
680,29624,5668992,1142512,1120112
681,29633,5184592,1127504,1120112
682,29657,5719168,1127504,1120112
683,29662,5768000,1124256,1120112
684,29665,4994640,1122576,1120112
685,29744,4100768,1133664,1120112
686,29746,5116720,1140272,1120112
687,29783,1527904,1123360,1120112
688,30154,5385856,1127168,1120112
689,30184,3487456,1124144,1120112
690,30192,5043472,1136464,1120112
691,30314,4390848,1139824,1120112
692,30340,3380608,1142624,1120112
693,30364,5185040,1120112,1120112
694,30390,4975600,1138032,1120112
695,30609,5801712,1148336,1120112
696,30629,4832464,1135904,1120112
697,30647,5541872,1125824,1120112
698,30699,5430992,1139824,1120112
699,30828,4822160,1132320,1120112
700,31238,4756864,1156736,1120112
701,31272,4580464,1135680,1120112
702,31273,4862928,1156736,1120112
703,31289,4746448,1130976,1120112
704,31408,5772144,1124368,1120112
705,31472,5819744,1135008,1120112
706,31747,4781056,1134784,1120112
707,31795,4468016,1127840,1120112
708,31860,1449728,1123696,1120112
709,32022,5811792,1127504,1120112
710,32221,4846688,1161552,1120112
711,32224,4695488,1124592,1120112
712,32234,5589808,1136352,1120112
713,32248,5865104,1126272,1120112
714,32250,4429824,1140272,1120112
715,32282,5201504,1127392,1120112
716,32343,5853008,1127504,1120112
717,32361,4723376,1135008,1120112
718,32364,5843936,1142624,1120112
719,32543,5863424,1122576,1120112
720,32582,4964624,1138256,1120112
721,33103,5290992,1122464,1120112
722,33113,5878880,1140272,1120112
723,33155,5891648,1126272,1120112
724,33193,5884144,1142512,1120112
725,33225,3167584,1122800,1120112
726,33238,5622064,1126720,1120112
727,33289,5741904,1140608,1120112
728,33425,5892544,1128064,1120112
729,33703,5817952,1126384,1120112
730,33765,5114480,1121120,1120112
731,34031,5898816,1123136,1120112
732,34086,2790928,1131200,1120112
733,34178,5930736,1140496,1120112
734,34182,4992064,1122576,1120112
735,34210,5533920,1160320,1120112
736,34275,5924688,1136800,1120112
737,34405,1151360,1161776,1120112
738,34412,5869696,1136016,1120112
739,34456,5100816,1148336,1120112
740,34710,5959184,1123136,1120112
741,34718,5870704,1155168,1120112
742,34780,1764336,1122912,1120112
743,34789,5939920,1142624,1120112
744,34793,5763072,1140832,1120112
745,34818,4852288,1135456,1120112
746,35481,6005776,1137360,1120112
747,35491,5922448,1142624,1120112
748,35547,5967024,1141056,1120112
749,36104,6016304,1140048,1120112
750,36140,6011152,1135904,1120112
751,36214,6016864,1135904,1120112
752,36243,6011600,1137248,1120112
753,36266,2512720,1125600,1120112
754,36660,6026608,1121792,1120112
755,36685,4739616,1142624,1120112
756,37299,3335248,1122016,1120112
757,37426,5668208,1135792,1120112
758,37825,6104784,1124144,1120112
759,37981,6049456,1122240,1120112
760,38296,4818576,1122240,1120112
761,38403,4608240,1146768,1120112
762,38442,2105264,1122128,1120112
763,38563,4104352,1126272,1120112
764,38986,6121136,1130192,1120112
765,39300,6134688,1121792,1120112
766,39413,6055280,1134784,1120112
767,39665,4777808,1120896,1120112
768,39759,5968368,1127728,1120112
769,39927,5505696,1147440,1120112
770,39929,6164256,1130192,1120112
771,39944,6149584,1122464,1120112
772,39949,6147120,1124032,1120112
773,39958,5688368,1139936,1120112
774,39970,6180944,1127280,1120112
775,39990,6003648,1142624,1120112
776,40258,6004320,1127504,1120112
777,40929,6202560,1136576,1120112
778,40958,6199984,1135568,1120112
779,41115,6211184,1140608,1120112
780,41117,4578112,1133440,1120112
781,41297,6216784,1125712,1120112
782,41608,6271888,1134784,1120112
783,41618,4195856,1140384,1120112
784,41655,6264272,1127728,1120112
785,41692,6265840,1123696,1120112
786,42194,6293056,1140384,1120112
787,42196,5808880,1122912,1120112
788,42204,6150704,1121568,1120112
789,42241,6275136,1136016,1120112
790,42290,6270880,1140608,1120112
791,42295,5785136,1127840,1120112
792,42857,6319712,1136016,1120112
793,42945,4547536,1160544,1120112
794,42949,3351600,1122128,1120112
795,43009,6324640,1148336,1120112
796,43055,6297872,1120784,1120112
797,43058,6324416,1127168,1120112
798,43392,2430736,1123360,1120112
799,43424,6340208,1140720,1120112
800,43609,6345472,1139600,1120112
801,43690,1911056,1120112,1120112
802,43773,6340320,1121680,1120112
803,44066,4917584,1162896,1120112
804,44105,6382096,1155168,1120112
805,44241,6302016,1135680,1120112
806,44360,4871664,1162672,1120112
807,44696,6405616,1140944,1120112
808,44723,6386688,1120336,1120112
809,44846,6407296,1140496,1120112
810,45060,6411216,1140272,1120112
811,45234,6190240,1130192,1120112
812,46126,5932976,1132992,1120112
813,46145,6464976,1130192,1120112
814,46211,6439776,1139600,1120112
815,46217,6441456,1140496,1120112
816,46327,6428688,1147104,1120112
817,46548,6451984,1125824,1120112
818,46625,6125616,1127504,1120112
819,46648,6311424,1141952,1120112
820,46657,6471024,1127728,1120112
821,46662,6484464,1140048,1120112
822,46674,5888960,1147440,1120112
823,46677,6468112,1156624,1120112
824,46721,6389264,1120896,1120112
825,46768,6338304,1148336,1120112
826,46868,6465984,1142624,1120112
827,46877,2988496,1137024,1120112
828,46906,6470352,1139712,1120112
829,47003,6078576,1127504,1120112
830,47341,6495328,1139712,1120112
831,47348,5370400,1142848,1120112
832,47455,6480208,1123696,1120112
833,47544,6491744,1124144,1120112
834,47864,6531168,1140608,1120112
835,47883,6482112,1127728,1120112
836,47887,6544496,1142624,1120112
837,47895,5625312,1126272,1120112
838,47903,6521984,1142736,1120112
