,customer_id,Recency_flag,Freq_flag,monetary_flag
145,1267280,4,3,4
146,1267728,5,2,3
147,1268512,4,3,4
148,1268848,5,2,2
149,1269632,5,4,4
150,1276240,5,2,3
151,1277248,4,4,4
152,1277360,5,2,2
153,1278480,5,2,5
154,1278816,1,3,3
155,1281280,4,2,5
156,1281392,5,3,5
157,1284528,2,2,5
158,1285424,1,2,3
159,1285648,5,5,5
160,1286544,4,4,5
161,1288224,4,2,4
162,1289456,5,4,5
163,1292256,5,2,3
164,1294608,5,5,5
165,1295952,1,1,5
166,1296288,4,3,3
167,1296512,5,5,5
168,1296736,5,3,5
169,1297632,5,4,5
170,1299200,5,1,4
171,1299536,1,2,1
172,1300768,5,4,5
173,1301440,2,2,4
174,1303120,5,5,5
175,1303792,5,2,4
176,1304240,4,2,1
177,1304352,5,5,5
178,1304912,3,2,4
179,1305024,4,3,5
180,1306256,4,2,4
181,1307152,4,2,5
182,1308384,2,1,3
183,1316336,5,4,5
184,1316896,5,2,3
185,1318128,1,2,1
186,1318240,4,2,3
187,1320928,4,2,5
188,1321264,5,5,5
189,1322160,5,3,5
190,1322272,5,4,5
191,1322384,1,1,3
192,1323280,1,3,5
193,1324624,4,2,4
194,1325072,5,2,3
195,1326416,5,2,5
196,1327424,3,3,2
197,1328208,5,4,5
198,1328656,5,3,5
199,1328992,4,3,5
200,1329552,5,1,5
201,1330784,4,1,5
202,1336272,5,3,5
203,1337728,5,2,5
204,1337840,4,3,5
205,1338512,1,1,4
206,1338960,4,3,4
207,1340640,5,2,3
208,1341088,4,2,2
209,1341424,5,5,5
210,1342544,5,3,5
211,1342656,4,1,4
212,1344896,5,5,5
213,1345456,4,4,4
214,1345680,5,4,5
215,1346464,5,2,5
216,1346912,5,5,5
217,1353856,4,3,3
218,1354080,4,2,3
219,1354192,5,3,4
220,1354528,5,2,4
221,1354752,1,1,1
222,1357664,5,5,5
223,1360464,4,1,4
224,1362032,4,2,5
225,1362256,4,1,3
226,1362816,4,3,5
227,1363376,5,2,5
228,1364048,2,2,5
229,1364720,2,2,3
230,1365504,5,3,3
231,1365952,5,2,4
232,1366736,5,3,4
233,1368304,5,3,4
234,1369088,5,4,2
235,1370880,4,1,4
236,1372896,5,3,4
237,1373680,5,5,5
238,1374464,4,2,4
239,1375248,4,1,1
240,1375360,4,1,3
241,1376256,4,4,5
242,1376704,5,5,5
243,1377152,5,3,5
244,1377488,5,3,5
245,1378160,5,3,5
246,1378944,4,1,4
247,1379728,5,5,3
248,1380960,4,3,4
249,1381632,4,1,1
250,1382304,4,3,5
251,1383984,4,2,2
252,1386448,4,2,4
253,1386560,1,3,4
254,1390032,5,3,5
255,1391040,5,5,5
256,1391376,5,3,5
257,1393616,5,2,5
258,1394512,4,2,5
259,1395632,5,3,5
260,1396304,4,2,5
261,1397760,1,3,5
262,1399776,5,2,1
263,1402016,4,2,5
264,1403696,4,3,4
265,1404816,5,2,2
266,1405152,3,2,3
267,1405936,4,2,2
268,1406048,5,2,3
269,1413216,5,2,5
270,1415344,1,1,2
271,1416800,4,2,4
272,1418256,4,2,3
273,1419264,4,3,5
274,1419600,1,3,5
275,1421504,5,3,5
276,1421840,5,2,5
277,1423408,5,4,3
278,1424640,4,1,4
279,1425088,5,2,5
280,1426208,5,3,5
281,1428000,5,2,3
282,1429680,4,3,5
283,1431248,2,3,3
284,1433264,5,2,4
285,1433600,4,1,1
286,1435280,1,3,4
287,1438304,4,4,5
288,1441328,4,2,5
289,1442560,4,3,3
290,1442784,5,1,3
291,1444688,5,3,3
292,1445136,5,1,4
293,1447040,4,3,5
294,1447600,5,5,5
295,1448160,4,1,4
296,1449728,5,1,2
297,1449952,4,5,5
298,1450960,4,3,2
299,1451856,3,2,5
300,1451968,1,1,4
301,1454432,5,3,3
302,1455328,1,2,3
303,1459024,3,3,3
304,1460368,5,3,5
305,1462608,4,1,1
306,1463840,5,1,3
307,1465408,4,2,5
308,1466528,4,4,5
309,1474144,5,2,5
310,1475488,3,2,1
311,1477280,4,2,1
312,1478736,4,2,5
313,1479296,4,3,5
314,1482096,4,2,1
315,1482208,5,2,5
316,1483104,4,2,4
317,1484560,5,2,3
318,1484672,4,2,2
319,1485008,1,1,2
320,1488704,5,1,4
321,1489376,3,2,3
322,1489488,5,3,5
323,1491616,4,3,3
324,1493744,5,5,5
325,1494528,2,3,4
326,1494976,5,5,5
327,1495648,4,5,2
328,1495760,4,5,5
329,1496768,5,5,5
330,1497216,4,2,3
331,1499120,4,2,2
332,1501808,5,5,3
333,1503152,4,2,5
334,1503712,5,2,5
335,1504720,4,1,1
336,1505504,1,2,5
337,1508864,2,1,1
338,1510320,5,4,5
339,1510544,3,4,2
340,1511552,4,1,5
341,1511776,4,3,3
342,1513120,4,1,1
343,1513904,4,2,4
344,1515024,1,1,1
345,1516816,2,3,3
346,1518272,5,2,4
347,1520064,3,2,1
348,1521072,5,1,2
349,1521184,1,1,2
350,1522640,4,1,3
351,1523760,4,3,4
352,1527008,5,3,5
353,1527344,5,1,5
354,1527904,5,1,4
355,1528576,4,2,3
356,1528688,5,3,5
357,1531488,5,3,5
358,1532048,4,2,5
359,1534064,4,3,2
360,1534960,5,3,4
361,1535296,4,3,5
362,1536752,5,5,5
363,1539104,5,2,2
364,1540448,4,2,3
365,1540560,5,4,5
366,1542240,5,2,3
367,1543360,5,2,5
368,1545376,4,1,4
369,1546272,5,4,5
370,1547392,5,2,5
371,1548848,5,2,4
372,1548960,5,5,2
373,1549856,4,2,2
374,1551312,5,3,5
375,1553104,5,2,4
376,1553552,5,2,4
377,1553776,4,2,4
378,1555120,1,2,2
379,1555232,5,2,4
380,1556016,1,2,3
381,1556240,4,1,5
382,1556464,5,2,3
383,1557920,5,3,5
384,1560720,5,5,5
385,1564640,4,2,4
386,1565200,1,2,3
387,1565648,4,5,5
388,1566880,4,4,1
389,1567888,5,3,2
390,1569120,5,3,5
391,1571360,5,3,5
392,1573712,4,3,2
393,1574160,4,2,4
394,1575168,5,2,4
395,1576176,5,4,4
396,1577968,5,2,2
397,1579088,5,3,5
398,1580320,5,2,5
399,1580880,4,1,5
400,1581888,3,3,5
401,1582448,4,3,4
402,1583008,5,2,2
403,1583904,4,4,5
404,1584576,1,3,4
405,1585024,5,1,1
406,1585696,1,1,3
407,1588384,1,1,3
408,1588608,5,2,2
409,1589056,4,4,5
410,1589504,4,1,1
411,1590064,4,1,1
412,1590624,4,1,3
413,1591296,5,2,2
414,1592416,5,3,4
415,1593536,4,4,5
416,1595440,5,1,1
417,1595552,4,3,4
418,1595776,5,3,4
419,1597008,4,2,2
420,1597232,1,1,1
421,1600144,5,4,5
422,1600368,5,4,5
423,1600592,1,1,1
424,1602048,2,3,2
425,1604064,4,3,5
426,1604176,1,2,1
427,1608656,3,4,3
428,1609552,4,3,3
429,1611008,4,2,2
430,1611344,5,4,5
431,1611904,4,2,1
432,1612576,1,1,2
433,1613136,4,1,1
434,1614704,5,1,3
435,1614928,4,2,5
436,1615488,5,2,4
437,1615712,5,2,3
438,1617168,5,1,4
439,1618176,4,3,5
440,1620192,5,5,5
441,1621088,3,5,5
442,1621424,5,4,4
443,1621984,4,2,3
444,1622320,4,2,2
445,1623216,5,2,5
446,1624784,4,1,2
447,1628032,4,1,5
448,1630160,5,4,5
449,1631840,5,4,3
450,1632736,5,5,5
451,1634976,5,5,5
452,1635872,4,3,4
453,1636768,4,2,1
454,1637552,5,2,2
455,1638672,5,5,5
456,1639792,4,2,2
457,1641696,5,2,5
458,1642592,5,4,3
459,1643040,4,4,3
460,1644160,4,1,5
461,1646400,5,1,3
462,1646624,4,5,5
463,1647744,5,5,4
464,1647856,2,3,5
465,1649872,5,4,5
466,1652784,4,2,1
467,1653120,4,3,3
468,1653680,5,2,2
469,1654352,4,2,5
470,1654688,4,3,2
471,1656032,4,3,4
472,1656480,5,2,5
473,1657936,3,3,2
474,1658272,5,4,5
475,1660512,5,3,4
476,1660960,5,2,3
477,1661632,4,4,5
478,1664432,4,3,3
479,1665104,5,2,5
480,1666448,4,2,5
481,1667456,5,4,4
482,1668352,5,5,5
483,1670368,5,5,5
484,1673280,4,2,1
485,1674288,5,3,4
486,1675856,5,1,2
487,1677312,4,2,3
488,1677648,5,1,2
489,1678432,5,5,4
490,1680000,5,5,5
491,1681120,3,2,3
492,1681232,5,5,5
493,1683136,5,4,5
494,1684592,4,1,1
495,1685152,4,2,1
496,1689184,4,2,2
497,1689632,2,2,3
498,1690640,4,2,2
499,1692320,4,4,2
500,1692544,3,4,5
501,1692880,3,3,3
502,1692992,5,1,3
503,1693216,5,5,5
504,1693440,4,1,5
505,1693552,1,2,3
506,1694336,4,2,4
507,1694672,4,5,5
508,1695008,5,4,5
509,1695904,5,4,4
510,1698032,5,3,3
511,1701280,4,4,4
512,1701728,5,2,3
513,1703520,5,2,3
514,1704192,5,1,4
515,1704416,5,3,5
516,1704864,5,1,5
517,1705536,4,2,4
518,1706992,5,2,5
519,1707328,2,2,2
520,1708336,5,4,4
521,1711360,1,2,2
522,1712256,4,1,3
523,1712816,1,1,1
524,1712928,4,2,3
525,1713264,5,5,5
526,1714832,5,4,3
527,1715728,5,4,4
528,1716400,4,1,1
529,1717632,4,3,3
530,1718528,4,2,3
531,1718640,1,2,5
532,1719088,4,2,4
533,1719984,4,3,4
534,1723568,4,2,5
535,1726704,4,1,2
536,1727152,4,3,4
537,1727824,4,4,4
538,1729168,4,3,3
539,1729392,5,4,5
540,1729728,5,2,5
541,1730288,5,2,4
542,1733312,5,4,3
543,1737680,5,1,3
544,1740256,4,3,4
545,1744624,5,5,5
546,1749888,5,2,3
547,1750672,4,2,5
548,1750896,4,4,5
549,1751904,1,1,4
550,1753024,2,4,4
551,1753696,4,2,5
552,1755152,4,2,3
553,1755936,4,3,3
554,1756272,5,2,5
555,1756384,4,3,3
556,1756608,1,1,2
557,1757728,4,3,3
558,1760080,5,3,5
559,1761088,5,4,5
560,1763776,5,4,5
561,1764336,4,1,4
562,1765120,4,2,4
563,1765344,5,2,3
564,1766016,5,1,4
565,1768144,2,2,2
566,1769264,4,3,3
567,1769936,4,3,5
568,1770048,5,2,3
569,1772064,5,2,4
570,1773520,5,5,5
571,1773856,4,2,1
572,1777328,1,1,2
573,1777440,4,3,5
574,1778784,1,2,2
575,1779456,3,4,5
576,1780912,1,2,2
577,1782928,4,1,1
578,1784272,4,1,3
579,1784384,4,3,1
580,1785728,5,5,5
581,1788416,4,2,3
582,1789536,1,1,4
583,1790656,5,4,5
584,1791440,4,1,3
585,1792112,4,2,2
586,1792336,1,1,5
587,1792560,5,4,5
588,1796480,3,1,4
589,1796592,4,3,4
590,1797824,5,4,5
591,1799392,1,1,4
592,1800848,5,3,5
593,1801296,4,3,3
594,1801520,3,2,2
595,1801968,1,1,3
596,1802416,5,5,4
597,1805552,5,2,5
598,1807456,4,2,5
599,1808912,5,2,2
600,1809920,4,5,5
601,1810144,4,4,4
602,1811264,5,1,1
603,1811824,5,2,2
604,1811936,5,1,5
605,1812384,5,3,5
606,1812608,5,4,5
607,1815520,5,5,5
608,1816192,4,2,4
609,1817088,5,2,2
610,1817872,2,3,4
611,1819328,5,2,1
612,1819888,5,3,5
613,1820784,5,3,2
614,1822240,4,3,5
615,1823472,4,3,5
616,1823696,4,2,5
617,1823808,4,2,4
618,1824032,5,3,3
619,1824256,5,1,1
620,1826384,3,2,1
621,1828512,5,3,5
622,1829744,1,2,5
623,1830192,5,3,5
624,1830640,1,2,5
625,1831536,1,2,2
626,1832432,5,5,5
627,1833440,5,1,3
628,1835344,5,2,4
629,1835680,5,2,5
630,1836128,5,4,4
631,1836352,5,5,5
632,1837136,4,3,5
633,1837472,5,3,4
634,1837808,5,4,4
635,1839040,1,1,4
636,1842624,2,1,1
637,1845536,5,1,2
638,1847104,4,2,4
639,1847328,4,3,3
640,1849008,4,2,5
641,1853376,5,2,3
642,1853712,1,1,1
643,1855168,4,1,3
644,1856848,5,2,5
645,1858976,1,2,4
646,1864912,1,1,4
647,1866704,4,2,4
648,1867040,5,4,5
649,1867488,5,2,1
650,1869168,4,2,4
651,1870960,5,2,5
652,1871744,1,2,4
653,1872864,4,1,5
654,1873088,5,3,5
655,1880368,5,2,2
656,1881040,5,4,4
657,1881488,1,1,5
658,1882608,4,3,5
659,1884064,4,2,5
660,1889552,1,2,4
661,1891008,1,1,1
662,1891792,5,3,4
663,1892576,1,1,1
664,1893920,4,1,2
665,1894592,5,3,5
666,1894704,4,2,3
667,1894816,4,2,1
668,1896608,5,4,5
669,1896832,5,4,3
670,1897840,4,1,2
671,1898064,4,3,5
672,1901424,5,3,2
673,1901760,4,2,4
674,1902544,5,2,5
675,1905120,3,2,4
676,1905792,5,2,4
677,1906800,5,2,2
678,1908592,4,2,5
679,1908704,5,5,5
680,1908816,5,2,4
681,1910384,2,1,2
682,1911056,3,3,2
683,1911280,5,5,5
684,1914080,5,2,4
685,1916096,1,1,1
686,1917104,2,1,1
687,1919568,4,2,5
688,1926288,4,3,5
689,1926736,4,4,5
690,1927072,4,1,5
691,1927520,3,4,5
692,1929088,4,2,3
693,1932448,5,2,5
694,1933904,5,4,3
695,1934912,4,2,4
696,1936704,5,5,5
697,1936816,4,2,5
698,1937040,4,2,5
699,1937264,1,2,5
700,1939504,4,2,5
701,1940400,3,1,4
702,1941520,4,1,4
703,1942640,5,1,2
704,1943312,4,3,5
705,1943648,4,2,5
706,1943760,5,3,5
707,1944208,4,2,1
708,1946224,5,3,4
709,1947792,5,3,4
710,1948016,3,4,5
711,1948576,4,2,2
712,1949360,5,1,4
713,1950256,4,1,2
714,1955632,3,2,3
715,1955856,4,1,5
716,1957536,4,2,5
717,1958656,5,3,1
718,1959328,4,2,2
719,1961680,4,2,5
720,1963248,4,5,5
721,1963472,5,2,2
722,1964368,4,2,4
723,1971088,5,1,2
724,1971648,5,5,5
725,1972880,5,2,2
726,1972992,5,4,5
727,1974448,4,1,4
728,1975232,5,1,1
729,1976016,4,2,5
730,1977248,4,2,1
731,1977472,1,2,2
732,1978032,5,3,5
733,1978480,5,1,3
734,1978928,4,3,5
735,1979040,5,1,1
736,1979152,5,5,5
737,1979264,5,3,5
738,1979600,5,4,2
739,1980608,4,1,4
740,1981056,5,3,3
741,1983072,5,2,4
742,1983408,5,4,4
743,1983856,5,5,5
744,1985424,5,2,5
745,1986544,4,1,4
746,1986880,5,2,5
747,1988448,4,3,5
748,1988672,5,2,5
749,1989008,5,3,2
750,1989120,4,2,4
751,1992256,4,2,4
752,1993264,4,2,2
753,1993600,4,1,2
754,1994160,4,1,3
755,1994608,4,2,1
756,1995952,5,3,4
757,1996400,4,4,5
758,1996512,5,1,3
759,1997632,4,3,4
760,1998192,5,2,4
761,1998976,4,2,5
762,1999088,4,2,3
763,2000656,2,2,2
764,2001440,5,4,4
765,2002112,5,2,1
766,2002336,5,3,4
767,2002560,5,3,3
768,2005024,5,5,5
769,2005696,2,3,4
770,2006592,5,4,4
771,2006704,4,2,2
772,2008272,5,1,5
773,2009616,5,3,5
774,2010736,1,2,1
775,2010848,5,5,5
776,2012528,5,2,4
777,2012976,4,1,5
778,2013536,1,2,3
779,2013984,5,4,5
780,2014880,4,1,1
781,2017680,5,4,5
782,2020816,5,2,2
783,2021152,4,3,5
784,2021600,5,4,3
785,2022048,4,4,5
786,2022832,4,2,5
787,2024064,3,2,4
788,2025520,4,2,2
789,2025968,5,5,4
790,2027088,5,1,5
791,2031008,5,2,2
792,2031904,4,1,1
793,2032576,1,2,1
794,2033808,5,2,2
795,2033920,4,2,1
796,2034704,4,3,5
797,2035936,5,1,4
798,2036608,4,1,4
799,2036832,4,2,5
800,2037056,4,2,4
801,2037504,4,2,1
802,2037728,4,2,5
803,2039296,4,2,4
804,2040080,5,3,3
805,2040528,4,2,2
806,2041872,5,2,5
807,2043664,2,2,2
808,2043888,1,1,3
809,2044560,4,1,3
810,2045904,4,4,3
811,2047472,5,5,5
812,2048032,4,1,1
813,2048816,4,4,4
814,2049152,1,1,4
815,2049936,5,4,5
816,2050384,4,2,4
817,2052400,5,3,5
818,2053184,5,5,4
819,2053408,5,3,5
820,2054416,5,4,4
821,2054528,1,2,5
822,2054976,5,5,5
823,2055536,5,4,4
824,2055984,5,5,4
825,2056320,4,4,5
826,2056432,5,4,5
827,2057552,4,3,4
828,2058560,5,2,5
829,2059008,5,5,5
830,2060912,5,5,5
831,2061136,5,5,5
832,2061808,1,2,4
833,2067184,1,2,3
834,2068416,2,1,4
835,2071216,4,4,5
836,2076144,3,3,2
837,2076368,5,5,5
838,2076704,4,4,4
839,2077600,4,2,3
840,2077936,5,4,5
841,2078496,5,1,2
842,2079728,5,1,2
843,2080176,5,5,5
844,2080512,4,3,5
845,2081520,5,4,5
846,2084096,4,4,4
847,2088016,5,3,5
848,2088128,5,2,4
849,2092272,1,2,1
850,2092496,5,2,1
851,2095184,4,1,2
852,2097200,5,3,4
853,2097648,4,1,1
854,2099104,1,1,3
855,2100112,3,1,4
856,2103136,4,2,4
857,2105152,4,2,3
858,2105264,5,1,1
859,2106384,5,5,5
860,2110416,4,3,4
861,2111312,1,2,5
862,2117472,4,2,3
863,2118592,5,3,4
864,2119824,5,5,5
865,2120832,3,3,4
866,2123632,3,3,1
867,2125536,5,3,4
868,2126544,4,1,5
869,2128112,5,2,1
870,2128336,4,3,1
871,2129680,5,2,4
872,2131696,5,2,1
873,2132704,3,2,5
874,2133712,5,3,3
875,2134496,5,5,5
876,2135168,4,1,3
877,2135840,5,2,3
878,2136400,5,1,3
879,2137744,4,4,5
880,2138080,4,1,3
881,2138976,5,5,4
882,2139088,4,1,5
883,2139536,5,5,5
884,2139760,4,4,5
885,2139872,5,5,4
886,2141776,3,3,4
887,2142112,4,1,5
888,2145472,4,2,2
889,2147376,4,2,2
890,2148832,4,2,3
891,2150512,3,2,4
892,2152752,4,2,1
893,2152976,4,2,4
894,2153536,4,3,5
895,2153872,5,2,4
896,2153984,5,1,5
897,2158576,4,1,1
898,2159472,4,2,5
899,2161936,5,5,5
900,2162496,5,4,5
901,2163616,3,1,4
902,2165968,5,2,5
903,2166752,5,3,5
904,2167312,5,5,5
905,2167424,5,4,5
906,2167872,5,3,2
907,2168096,5,5,5
908,2169104,5,3,3
909,2169216,5,3,4
910,2170560,5,2,2
911,2170672,5,3,3
912,2171568,5,1,3
913,2171904,5,2,5
914,2175152,4,2,3
915,2175264,4,2,5
916,2175600,5,2,5
917,2176720,5,2,1
918,2176944,1,1,1
919,2177952,4,2,5
920,2178288,5,1,1
921,2178400,4,2,3
922,2183216,4,2,4
923,2184000,4,1,4
924,2184112,4,3,5
925,2184448,5,1,3
926,2184672,5,3,5
927,2185792,4,2,1
928,2186352,5,1,5
929,2186688,4,1,5
930,2187808,4,2,2
931,2189040,4,2,5
932,2189712,5,3,4
933,2190048,5,5,5
934,2191392,1,1,2
935,2191616,5,2,5
936,2192624,5,3,5
937,2193184,1,2,3
938,2193520,5,2,5
939,2194416,4,1,2
940,2196880,5,5,5
941,2198672,4,2,5
942,2198896,1,1,5
943,2199008,5,3,4
944,2199680,4,3,3
945,2200576,4,2,5
946,2201472,4,2,2
947,2202928,2,3,3
948,2203376,5,4,5
949,2204832,4,2,1
950,2205168,5,3,5
951,2206288,5,1,4
952,2206400,5,3,2
953,2207856,5,1,4
954,2208080,5,5,5
955,2208192,5,2,2
956,2208528,4,1,2
957,2209760,5,2,1
958,2211216,5,3,4
959,2211664,5,5,5
960,2212336,5,4,5
961,2212672,4,1,5
962,2213232,4,3,2
963,2213456,5,1,2
964,2214800,1,2,2
965,2217152,5,2,3
966,2219504,4,1,4
967,2222528,5,5,5
968,2222976,4,2,3
969,2225888,4,4,4
970,2226336,5,4,5
971,2226896,4,2,5
972,2227680,3,3,4
973,2228016,5,2,4
974,2228352,5,4,5
975,2228464,2,2,3
976,2228576,5,5,5
977,2229024,1,1,2
978,2231152,5,5,4
979,2232720,1,1,1
980,2232944,5,5,5
981,2234736,5,2,4
982,2236192,4,2,5
983,2237872,4,3,5
984,2239440,2,1,2
985,2239776,5,3,3
986,2240896,4,3,5
987,2242240,4,3,4
988,2245936,1,2,4
989,2246160,4,1,5
990,2247056,5,2,5
991,2247392,4,1,4
992,2248400,4,3,3
993,2249296,4,2,2
994,2250752,4,3,4
995,2254224,4,2,5
996,2256128,4,3,5
997,2256240,4,2,5
998,2256464,4,1,4
999,2259040,1,2,5
1000,2261280,2,2,5
1001,2262512,5,2,3
1002,2263296,5,3,2
1003,2264080,4,2,3
1004,2264192,5,2,5
1005,2264416,5,5,5
1006,2264864,4,3,1
1007,2267440,1,1,1
1008,2269904,4,2,2
1009,2270464,4,3,5
1010,2271472,4,1,2
1011,2271584,4,3,4
1012,2272928,4,2,4
1013,2273040,5,5,5
1014,2274384,5,1,2
1015,2274496,5,2,1
1016,2277408,4,2,5
1017,2277632,4,1,1
1018,2277744,4,1,3
1019,2278080,4,1,1
1020,2278528,5,4,5
1021,2278864,4,3,4
1022,2279312,4,4,5
1023,2280768,5,1,3
1024,2282000,5,4,5
1025,2282560,5,3,2
1026,2282896,4,3,1
1027,2283904,1,2,5
1028,2285024,4,2,5
1029,2286480,4,3,4
1030,2287264,5,2,5
1031,2287488,4,2,2
1032,2288496,4,4,5
1033,2289392,1,2,5
1034,2291856,5,3,2
1035,2292528,4,2,5
1036,2294880,5,4,5
1037,2295328,5,1,5
1038,2295440,4,3,5
1039,2295776,4,1,5
1040,2296336,5,1,3
1041,2296784,4,1,1
1042,2297568,5,1,4
1043,2298128,2,4,5
1044,2299584,4,2,3
1045,2301488,4,2,2
1046,2304848,1,2,2
1047,2306192,5,5,5
1048,2306640,5,2,4
1049,2306976,5,3,4
1050,2310112,4,2,4
1051,2310560,1,2,1
1052,2313808,4,1,5
1053,2316944,4,2,2
1054,2317056,4,5,5
1055,2317168,2,2,4
1056,2317616,5,1,1
1057,2318624,4,1,1
1058,2319072,5,4,3
1059,2319296,4,3,5
1060,2320640,5,1,2
1061,2321312,1,2,1
1062,2322544,4,3,5
1063,2324224,4,2,2
1064,2324560,4,3,2
1065,2325568,4,2,3
1066,2325792,4,3,5
1067,2326688,4,2,1
1068,2329152,4,4,5
1069,2331504,4,2,4
1070,2331952,2,2,2
1071,2332512,4,2,4
1072,2333184,5,4,5
1073,2333408,2,2,5
1074,2334192,4,4,5
1075,2334640,5,5,4
1076,2335648,5,5,3
1077,2336208,5,4,4
1078,2337440,3,2,1
1079,2338112,5,5,5
1080,2338560,5,2,3
1081,2338896,5,1,4
1082,2339680,4,1,1
1083,2340128,5,4,5
1084,2340464,5,2,5
1085,2344720,1,3,2
1086,2345952,4,5,5
1087,2350768,5,3,3
1088,2352000,5,1,2
1089,2352560,4,1,4
1090,2352672,5,2,3
1091,2352784,1,1,5
1092,2353232,5,5,1
1093,2353344,5,5,5
1094,2354688,4,4,3
1095,2356032,4,1,3
1096,2357040,1,1,2
1097,2358608,4,3,3
1098,2360736,3,2,5
1099,2363200,5,1,5
1100,2363312,5,5,5
1101,2364432,1,3,5
1102,2364656,5,2,3
1103,2365216,5,5,5
1104,2365888,5,3,1
1105,2366112,4,5,5
1106,2366672,5,1,4
1107,2369136,4,2,4
1108,2370032,5,1,1
1109,2371264,5,2,3
1110,2372048,2,1,1
1111,2372272,3,3,4
1112,2373056,5,1,2
1113,2373952,5,2,2
1114,2379216,5,5,5
1115,2379328,5,1,2
1116,2379664,1,3,5
1117,2379888,4,1,2
1118,2380448,4,2,3
1119,2381568,3,2,4
1120,2382800,5,4,4
1121,2383136,2,3,2
1122,2384480,4,3,4
1123,2385712,5,4,5
1124,2386496,4,1,3
1125,2387616,5,2,1
1126,2390640,1,3,4
1127,2391312,5,1,1
1128,2391984,5,2,1
1129,2394000,5,2,5
1130,2394560,4,2,2
1131,2394784,4,2,5
1132,2395120,5,2,5
1133,2395680,4,3,5
1134,2398144,5,2,4
1135,2399600,4,1,5
1136,2399712,4,2,5
1137,2399936,4,5,4
1138,2400384,5,3,3
1139,2400496,4,3,5
1140,2400832,4,2,4
1141,2400944,5,4,5
1142,2403520,4,2,2
1143,2404416,5,5,5
1144,2405088,5,5,1
1145,2406880,5,3,4
1146,2407552,4,2,2
1147,2409456,5,1,1
1148,2410240,5,4,5
